Input,Loss,MAE,MAPE,ME,R2 score,RMSE,Shift
15,9.532038529869168e-05,0.6284282383372095,1.655711258320456,19.109711477024632,0.998539169579518,1.0825803883392242,0
16,9.007567132357508e-05,0.630855372171653,1.6490724319347876,19.34091513623356,0.9985568344414676,1.0758216548017046,0
17,8.447335130767897e-05,0.6202312952085828,1.637371987083809,19.04876216742187,0.9986273382557648,1.0491548993077056,0
18,6.544285133713856e-05,0.580850101533393,1.5738460145211284,18.23862250025769,0.998855947158388,0.9576442230033028,0
19,0.00015242552035488188,0.6694526750516389,1.7588317220652276,19.43281718766326,0.9983808046973648,1.139074123995199,0
20,0.00015523795445915312,0.6641971096777005,1.7717353530891695,18.6136358408219,0.9984965611470696,1.0974044408942576,0
21,0.00015179735783021897,0.6699026378015995,1.7592686221197578,18.9584648053732,0.998435178697677,1.1193801919483204,0
22,7.51093466533348e-05,0.602494080158823,1.601919527134524,18.50459159947522,0.9987370233169284,1.0055904492064078,0
23,0.00012555131979752332,0.6577622543068361,1.7183738852482426,19.556964527251708,0.998506963698798,1.0931420505860832,0
24,8.491309563396499e-05,0.6196274768785984,1.6124558053751858,19.846645105397275,0.9986161725177763,1.0521970870787314,0
25,5.072229760116898e-05,0.5805100997198651,1.5492092253788723,18.214417481573392,0.99883299230039,0.966070772575898,0
26,0.0001932097948156297,0.6958661444894751,1.834976297849544,19.26363042954955,0.998368089382894,1.1421858921519021,0
27,0.00014575979730580002,0.671058547127208,1.7363167448407408,19.987701999761384,0.9982619176650348,1.1786947375851449,0
28,9.425949247088283e-05,0.6271656592147924,1.6491602965487275,19.0855104919098,0.9985285217339526,1.0843261296179008,0
29,4.2107760236831375e-05,0.5543778057132588,1.4971791057081412,17.606888188311487,0.9989332229446614,0.9230724164515786,0
30,0.00010147487773792818,0.6244736077928214,1.6619575742277273,18.36698612182272,0.9986511963222118,1.0377393333828522,0
15,0.00030671738204546273,0.760004043439496,1.9928826263230857,20.494571375285574,0.9979778986379518,1.2734551812486772,1
16,0.0002758470945991576,0.7439624848190101,1.9399103579890584,20.39506519600711,0.9980402479077202,1.2535983629798986,1
17,0.0003040808951482177,0.7594626427801203,1.9890930939121596,19.770701379109113,0.9980325484023626,1.2558367258468774,1
18,0.00025634144549258053,0.7304532225360808,1.911709074683817,20.22157997822454,0.9981518573519812,1.2169426530337324,1
19,0.00027279858477413654,0.7426442205547596,1.9409929551645704,20.356243730660157,0.9980626566147572,1.2457392001081802,1
20,0.0001691122597549111,0.652155883880577,1.731423977106147,19.146245361386374,0.9985491391526092,1.0778494967272196,1
21,0.00029545804136432713,0.7474503297313171,1.9759984355357936,20.334599142777066,0.9980928695864094,1.2357017722625647,1
22,0.00037211566814221436,0.8001513031457888,2.09459819950916,20.552774426227558,0.9977465033098408,1.3429810343948767,1
23,0.0002835757622960955,0.7487348731525912,1.9568012022335144,20.405629458486946,0.9980546434755572,1.2475435709387297,1
24,0.00034014304401352996,0.7778566087569985,2.042717834637444,20.16751814271997,0.9978655157440088,1.3065275154174352,1
25,0.00030698912451043725,0.7653694348780795,1.9888108837355307,20.584140572323424,0.9978960612334176,1.296896014432691,1
26,0.00021505005133803934,0.6840033555443118,1.81336086278276,19.44417985968704,0.9983982292897766,1.1315307111347988,1
27,0.00021815575018990785,0.6682842641239334,1.792378574329035,19.34346325918796,0.9984349876528508,1.118257659423532,1
28,0.00022364730830304327,0.6702926136509376,1.7539809940514244,20.51913423403974,0.9983839098175183,1.136139701967602,1
29,0.0003072861873079092,0.7570665115618447,1.9928602610724155,19.87590215240084,0.9980510388597912,1.247428026528378,1
30,0.00015934377734083682,0.6497006514490771,1.714096166803794,18.99711771767734,0.9985280600542776,1.083864909293882,1
15,0.0005579999997280538,0.8954889878629407,2.328343140248572,21.295945156099638,0.9972587319862442,1.4826327779115531,2
16,0.00038987677544355387,0.7794070683078879,2.0254789280444703,21.387034293966227,0.9978695167829212,1.3068333521979316,2
17,0.00040427281055599446,0.7883891938533099,2.0577112670154007,20.156313755618825,0.997835223148282,1.3170702386141904,2
18,0.0007599039236083628,0.9902831928980834,2.6181139073334694,20.98185533272169,0.9967981106030008,1.601500179323483,2
19,0.0005131851066835225,0.8724024782786508,2.282285786456396,20.979296105804664,0.9973719486376801,1.4506484126262482,2
20,0.0007591682951897383,1.0155972483730091,2.616966655900816,21.83785689893575,0.9965686811283728,1.6575018161433417,2
21,0.0005691240658052267,0.9061442506031756,2.3603932613460508,21.60477673892838,0.9971849938479048,1.5010013798739064,2
22,0.0005815486656501888,0.9123511134680496,2.37935433301905,21.507639523256515,0.997197598318041,1.497343053017951,2
23,0.0005801773513667285,0.8918354879453035,2.377358402592308,20.75959285178604,0.9974080227278972,1.4397519553733622,2
24,0.0005703252390958369,0.8968165654161268,2.358329041037581,21.284325939020068,0.9972657372687996,1.4784571064473055,2
25,0.0005585101898759604,0.8940700979883106,2.343063234755936,21.301061712775635,0.9972602265914732,1.479869756842212,2
26,0.0006338496459648013,0.9291442166866976,2.443724015230067,21.57183159650282,0.9970678887453159,1.5306405687432376,2
27,0.0005436591454781592,0.886272471340558,2.3251312616420146,21.250554996787763,0.9973453103643904,1.456149003996907,2
28,0.0005392606253735722,0.8808692767175181,2.3177383974111976,21.304510413341006,0.9973951516038058,1.4421323976631972,2
29,0.0005598592106252909,0.8835814704479417,2.3375521464348434,20.848894176020533,0.997327398968848,1.460485252984717,2
30,0.0007537713972851634,0.982648700898572,2.6094063271563033,20.98437218726092,0.996861011908238,1.5827136838072118,2
15,0.0007826886721886693,0.9786283821049191,2.5754094192645938,22.85746985093171,0.9967344953991916,1.617917233685216,3
16,0.0008981835562735797,1.046043511956137,2.7616848367143216,22.892621583128644,0.9964236967203168,1.6928541366131304,3
17,0.0008655332494527103,1.0409994339462525,2.723067216414788,23.00761889251241,0.996363249681606,1.7067918931517547,3
18,0.0007516078185290098,0.9582010280065579,2.5360825545570136,23.69302976258871,0.9969273445750862,1.5685637452914083,3
19,0.0008461824618279934,1.0091293458662458,2.679810714158603,22.073111843910283,0.9966689269987108,1.6331104160482537,3
20,0.0009851682698354123,1.0952282966700284,2.868534069717948,22.7292160962037,0.996044804027904,1.779202666275692,3
21,0.0010001546470448377,1.0927813661257415,2.886488586173873,22.872350927349128,0.99614463232189,1.7562608511617386,3
22,0.0008304883376695216,1.009313468728472,2.657116837787977,22.43844250940198,0.996581690328715,1.653399433017057,3
23,0.0010345219634473324,1.1118708777011157,2.919855360528508,23.28886157545422,0.9958782486359252,1.8152209817749088,3
24,0.0010219217510893939,1.1051115268979148,2.905770759321459,23.17600404837438,0.9959318228922214,1.8032921725884472,3
25,0.0009904727339744568,1.0888797876755285,2.8718643301081497,22.404095881282924,0.9960565513102674,1.7750929313261186,3
26,0.0009319784585386516,1.0689269954071914,2.8013503283945713,23.02022483936233,0.9961696816311916,1.7491069964162829,3
27,0.0008832073654048145,1.0473010942999268,2.7362983700198606,22.555528378119746,0.9963633087863628,1.7039903109281458,3
28,0.0010855499422177672,1.1214469101668536,2.9849498360261872,22.540009092248297,0.995976915899056,1.7918830691864531,3
29,0.0009464586037211119,1.0699247203573734,2.822887300659556,22.903676400090923,0.9962514501298579,1.7295740858103517,3
30,0.0009692689636722207,1.0842423468745646,2.8438471787782187,23.069666282411923,0.996027619537969,1.7801063514653634,3
15,0.0014471090398728848,1.280089131230452,3.354624691463888,23.693778596018163,0.9947177041699032,2.0573762803592612,4
16,0.0011945025762543082,1.1662619419875042,3.073480075043627,23.998486371446376,0.9955586575287729,1.8861705517644507,4
17,0.0012924858601763847,1.211902676200899,3.1934425101489605,24.991038493786405,0.9952603512684391,1.9481317338224444,4
18,0.0013731552753597498,1.2461589576254544,3.2776785431422177,23.977423676353308,0.9949836786375597,2.004085053502385,4
19,0.001617153058759868,1.3448429856984492,3.523347905945361,23.281382292371486,0.9942043796794016,2.153730610198312,4
20,0.0014696276048198342,1.2898831162500728,3.377272517230689,23.480160858932052,0.9946667042124266,2.065636765367441,4
21,0.001570984604768455,1.3239629968175342,3.4454179136685497,24.330963132858386,0.9938997477668954,2.208747031235168,4
22,0.001437653205357492,1.2654361652011328,3.342031141436714,23.73487685930861,0.994856698825455,2.027727474384117,4
23,0.0013947493862360716,1.2557831063174818,3.297050453041791,23.930617651009914,0.994870501603946,2.0249001891119742,4
24,0.0014909453457221387,1.2860261074432584,3.397367311848196,23.515403397958128,0.9947142732493796,2.0551113202722524,4
25,0.0015958311269059775,1.3334033600925328,3.501924893679045,23.57315116363337,0.9943268610409394,2.1286813297366605,4
26,0.0013289161724969745,1.2281371238101888,3.228423071578732,23.87367402010968,0.9951184216235078,1.9742131511732588,4
27,0.001521162805147469,1.304370772733197,3.425913977883457,23.912461904700365,0.994463766099042,2.102022331067826,4
28,0.0013695022789761426,1.2448096748374768,3.2738761921948765,23.85386063457699,0.9949878040031996,1.9999610871880755,4
29,0.0011704432545229793,1.1674768585471338,3.038824391311064,23.48384349062944,0.9954663474736902,1.9017115617242693,4
30,0.0013341010781005025,1.2294877313259596,3.232403737148044,24.082444611377625,0.995033966079288,1.9899359345638687,4
4,0.00015658972552046182,0.6578227117422412,1.767565031666473,18.868753097467348,0.9985535834091342,1.0793550673460042,0
5,0.00010624402057146654,0.6298357283174628,1.680103894636544,18.783465747416003,0.9986711079497084,1.0344079166857605,0
6,0.00010722465958679095,0.6342300256674342,1.679496067849789,19.257164082332768,0.9985598538959676,1.0768065991262874,0
7,8.777455514064059e-05,0.6257959085584447,1.6430716532029277,19.13932468603097,0.9985543251853208,1.0786954747420872,0
8,9.731665340950711e-05,0.6332812226499442,1.6628944931709149,19.436521740624077,0.9985699757796656,1.0726641483126025,0
9,0.00014524361176881942,0.6589041456490152,1.7514965846678219,18.85340535770497,0.9985541154590866,1.0784183747663445,0
10,7.499995263060555e-05,0.5995239681650052,1.6136616343339665,18.41005885537632,0.9987776727037628,0.9913861752983152,0
11,0.00016969567514024675,0.6751038362557868,1.7920196910667352,18.904988285278908,0.99845162439383,1.1157679079086564,0
12,9.2502792540472e-05,0.6205713012809847,1.646453657900446,18.987377403664325,0.9986221788651918,1.0523470813130529,0
13,0.00011361308861523867,0.63598837055526,1.693344563104647,19.19917837012429,0.9986157862588612,1.054600765212567,0
14,0.00015569923561997712,0.6588169090767334,1.7655528154843798,18.583025984613432,0.9984362758672216,1.1207002992628483,0
4,0.00027826408040709794,0.7437085933079824,1.9460927628015432,20.364560676080345,0.9980768569543738,1.244379300824168,1
5,0.0004018503241240978,0.8179331907057242,2.141251873459608,20.84384387890799,0.9977200659530664,1.354863595104776,1
6,0.00029205085593275726,0.7491903319945935,1.9683177214865808,20.47000610853148,0.9980879956813508,1.2405320346373776,1
7,0.00023997446987777948,0.7128155466029282,1.879490464713711,20.076349450878027,0.9982691577184376,1.1801054518125298,1
8,0.0002696997544262558,0.7393883027076601,1.9352575863919377,20.349676878250875,0.9981007361586652,1.235984777308539,1
9,0.0001864676596596837,0.667897605913928,1.7543760595267572,20.18548501299597,0.9984587735853152,1.1132233961860971,1
10,0.0002486203738953918,0.7098785577248973,1.8857112880028952,19.688813960642776,0.998300973980748,1.1687879367305984,1
11,0.00038341456092894083,0.8025108762506651,2.1192332059737287,20.19972487477014,0.9978572168131128,1.3123561016583114,1
12,0.000286822731141001,0.7407995874502359,1.9629687640030613,19.925739373840273,0.9981693305942068,1.212806360290231,1
13,0.0003734324418473989,0.80684680011972,2.1039497390117656,20.72424131133259,0.9978274963048256,1.320960041215306,1
14,0.00037228115252219135,0.8005402270202028,2.0996249071255058,20.60931108535243,0.9978808665564972,1.3044005263261311,1
4,0.0006069649825803937,0.9214448192344742,2.4092643866179158,21.62823057358743,0.9971453031630376,1.5160531545082414,2
5,0.0005013891495764256,0.8552235007759357,2.2580477137361026,20.99956584769994,0.9975988347360218,1.3901913286930143,2
6,0.0006135375006124378,0.9215139647773342,2.419840994760395,21.614694138113904,0.997185408504248,1.50487266776536,2
7,0.00045646115904673934,0.8178653840545255,2.17992383919784,20.90462024753189,0.9978214294518308,1.3237509534843392,2
8,0.0005713453865610062,0.8886362610074302,2.3604727025091954,21.095394962405532,0.9974248260735792,1.4389721431096338,2
9,0.0005986657342873514,0.913966323872832,2.3978475608895717,21.500932137435044,0.997180253440741,1.5057079495511585,2
10,0.0007449968252331017,0.9803768919042991,2.601759354233612,21.30488288173352,0.9969291458488658,1.5710578422191042,2
11,0.0005273200804367661,0.8785544952935559,2.3012716091809486,21.139407879463235,0.9973630816786162,1.4555758548675382,2
12,0.0005643746117129923,0.8925060164474273,2.357058279787869,20.9552610825488,0.9974031398251009,1.4442211529869449,2
13,0.0007180637330748142,0.9802881091984832,2.565901021591978,21.630309739396157,0.9968836753361746,1.5818057907297658,2
14,0.0005430206074379385,0.8862437604218805,2.321981331370604,21.205963273813158,0.9973169519736448,1.4676754516070891,2
4,0.0009350033942610023,1.0696613774436654,2.8019518963464667,23.221788885430712,0.9962113531151074,1.7462467624162832,3
5,0.0010850069811567664,1.1394789130173382,2.9811328855262316,22.950737079125613,0.995842836169754,1.8289028591223968,3
6,0.0009188523981720207,1.0564940598573092,2.7824927141572218,23.152375599848057,0.9963544967881676,1.7123763239176937,3
7,0.0010534855537116528,1.1302290816701412,2.9458389977018853,23.29059194381733,0.9958757849343692,1.8210411326813856,3
8,0.0010702741565182805,1.1293895650426469,2.963957985805082,23.195614889107148,0.9959168805276026,1.811889671799486,3
9,0.001125839538872242,1.1503025403737352,3.0253999607876323,23.272051833102196,0.9957165183052152,1.8555003363727582,3
10,0.0011435203487053516,1.1696356766472442,3.041984806033663,23.658254740647077,0.995480259733982,1.905650455803944,3
11,0.0008245415519922973,1.0072290099550898,2.6485999387581822,23.44335750815885,0.9966376758751352,1.6433467374467772,3
12,0.0009842015570029616,1.094437340791219,2.8631271646870826,23.15749101559365,0.9960574575911444,1.77918045675411,3
13,0.0010720641585066917,1.1254669464911429,2.9666447762019486,23.04792289699728,0.9959331604322846,1.8069424764693196,3
14,0.0010485376697033644,1.1086068850037971,2.9314886524714154,22.771730112528854,0.9959488982113612,1.8031156176113727,3
4,0.001544581144116819,1.3235102304497652,3.444092011314891,24.250250881075416,0.9943828001263392,2.1259449156845167,4
5,0.0013842377811670306,1.2519681520874808,3.2841528919258236,23.97642342412341,0.9949833273575632,2.008761393801381,4
6,0.001438843784853816,1.2737129433886325,3.3386066568844592,24.022664503133868,0.9947845536355616,2.047834451693012,4
7,0.0013874635333195329,1.2498044281104177,3.2820488612375507,24.257055554212346,0.9948958313501596,2.02580768110863,4
8,0.0015783504350110886,1.3219190170454072,3.4829440110514214,23.48206215192553,0.994460078240918,2.11015518501436,4
9,0.0013418353628367186,1.2427153570025358,3.2418564363898525,23.989130945747377,0.9950121246445636,2.001908852757956,4
10,0.0013403698103502393,1.2290207916011815,3.2364372713887875,24.27919126192613,0.9951112051332164,1.9815741398516105,4
11,0.001266729785129428,1.2057858789069589,3.1605540794696063,23.015909938021764,0.9952976499161036,1.9430737825692483,4
12,0.001556087750941515,1.3213735288425628,3.4409533707680313,24.423210995167523,0.9940806229843688,2.179986518769132,4
13,0.00135150458663702,1.2349957726116179,3.2435694055560966,24.25603273807907,0.994993040489938,2.00458297232472,4
14,0.0010778768919408321,1.1105662791263884,2.8951051791190725,24.72140427470471,0.995838309795272,1.8272381172288683,4
